source_lead_key,twenty_record_id,rank,priority,diversified_review_rank,fit_score,score_confidence,why_it_fits
discovered:5abdaa5e-1d7a-42bd-b0ee-a86c044b9f60,108dc8d2-2252-4018-873d-22d43c78656f,108,B,44,72.6,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:ba74f818-22bf-44c0-b8b5-7753bbc6b0c9,f3b0a65e-8099-4bb4-afb1-b99dc26c05f5,109,B,45,72.4,HIGH,"Closest client patterns: Home repair and trades, Industrial services. Need signals: appointment scheduling, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:596dba31-4227-4c3c-b01f-57eea26eb7e3,f088f7f8-921d-4763-abc9-a07a670c9142,110,B,,72.3,LOW,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:3b87d48a-0b07-4bea-a851-2440261ccdca,ede70a6e-1391-4f53-bae7-0f5c0825ee1d,111,B,,72.1,HIGH,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:6b458a25-3cc4-4304-a0c0-f117ab5e4b65,6c1f70ff-69a0-421d-a4ef-2f3cf6c4edb6,112,B,46,72.1,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:db0e5d23-3838-46d9-90c6-7848e568e809,e4d845ee-4b55-48d3-bf11-349a4dd452c8,113,B,47,72.1,HIGH,"Closest client patterns: Alarm and security services, Property management and real estate. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:ee1deb63-b8cb-46ac-996a-587e1089fd29,017b84b3-0c62-4991-9d95-cd08e0e9c266,114,B,,71.8,MEDIUM,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9050118e-5c6b-4e97-8b79-88dd67fb2c4c,a69c7067-77cc-4cf8-8a06-41145881a363,115,B,,71.2,HIGH,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: license evidence, verified own site."
discovered:63ab4930-249e-4a9e-8788-6354d789c64e,8568d2ef-2783-4b2d-8352-25340e325642,116,B,,71.2,MEDIUM,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:c64e6274-edbf-4b14-bc68-c278552d884d,b4c1daf9-30bf-4505-98d1-fe9adacda85d,117,B,48,71.0,MEDIUM,"Closest client patterns: Veterinary and animal services, Healthcare providers. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:8fe604e2-a487-42a0-8372-4f9d8abda4fc,04636ac9-1fe7-4a5d-b6dc-fd0643f0b591,118,B,,71.0,MEDIUM,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:8c88408e-46df-43e0-b68c-99c00ffba851,aafd121a-cd0a-42fa-ab9c-240966528287,119,B,,70.8,HIGH,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:d09b40b7-9dfc-4d34-9a9b-2001105ae0f5,28ff1e57-ee99-424e-a24e-e5575db704a1,120,B,,70.7,MEDIUM,"Closest client patterns: Mechanical and HVAC services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:755fcfb4-5571-46df-802c-0488f8d7462a,1bf94031-5e43-4b23-be52-931479cb8b17,121,B,,70.7,HIGH,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:1a3a9d78-4518-4c05-90d5-2ac7248b3fa7,6b9b4e1a-61fe-489c-94fd-671a929b24a8,122,B,,70.1,MEDIUM,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:c48ac20a-3dbc-44ec-9776-bcc78d1aaaa5,c7adeb86-7ee0-46f9-b668-25a73ad13390,123,B,,69.4,MEDIUM,"Closest client patterns: Veterinary and animal services, Healthcare providers. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:26760949-b5b2-4516-8698-e0c44379e542,b0c94b4f-b177-4da1-8dc6-1a784d4f2e96,124,B,,69.3,MEDIUM,"Closest client patterns: Veterinary and animal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:ec1df63e-8df1-42a0-841d-9bbeb99965c5,b3505f4f-f29b-4f6b-8b5c-de7dd8302dd7,125,B,49,69.1,MEDIUM,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:23032b3e-9458-477a-97ec-9c0db4c12229,09e8b14e-1375-4d0c-9f37-f42f2ef28a59,126,B,50,68.8,LOW,"Closest client patterns: Dental services, Funeral services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:8a9d3b06-234b-46e6-8fcd-2393577fa37d,66dc1b82-ff95-4f45-9e71-debe3c3f6612,127,B,,68.7,MEDIUM,"Closest client patterns: Consumer services, Municipal public works. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:5702eb01-400d-4082-8863-90d7ecc5e421,66c2be23-bef0-41e6-bbca-87ff1252130d,128,B,,68.2,LOW,"Closest client patterns: Alarm and security services, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:2e23ed93-1c77-49a3-a314-13ea22992fe4,11918819-cb6c-431b-9679-006a381dd5ad,129,B,,67.9,MEDIUM,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:b4295e2f-0409-475e-9a39-6a2e6889cafb,72705c50-a212-4eba-93c6-60a0e983742f,130,B,,67.8,MEDIUM,"Closest client patterns: Consumer services, Municipal public works. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:2962640e-97fb-47b8-9065-d6d0a1a7f0d1,fba17cd5-41ce-4047-87f6-2c734de1c46e,131,B,,67.8,LOW,"Closest client patterns: Legal services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:46f32078-307d-4666-85f3-ea65db002700,2967b223-a4cf-4b8a-905e-3b6c0420fb6d,132,B,,67.8,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:1145932f-574d-4851-b103-b1682b8eae3b,5cf72965-e17d-4829-894f-46d9b5e14ad9,133,B,,67.0,HIGH,"Closest client patterns: Alarm and security services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:36e21bf8-2611-42cd-b883-40817fe61b3a,7fa04093-1667-4e17-a669-ee34cc6ab769,134,B,,66.5,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:a71cdfd4-c5ae-40ee-b717-50650093dd86,e24c7006-e880-41c8-a717-3ed08f281f9c,135,B,,66.5,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:7637f4f9-990e-4721-8d66-691786469300,9323117c-8cf1-41e1-95b1-ec623f9c633d,136,B,,66.2,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:6f578f9f-17ae-4cd8-99f8-851b6df3de7c,cf0381bd-594d-4b04-8595-66476bbe0c59,137,B,,66.2,MEDIUM,"Closest client patterns: Municipal public works, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:6a129234-844d-4fb8-a789-6ff8d2fd0fad,b9c78901-12e1-48f2-af51-5db5346281ac,138,B,,66.0,MEDIUM,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, multi location routing. Verification: verified own site."
discovered:3ad53e95-183d-410d-a7d4-cae0d8abbfdd,c65c235f-9c4a-4f41-b6a9-4d2b7d2a1862,139,B,,65.9,MEDIUM,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:a5e0b4c7-4851-48b1-908d-dc00bee84dd4,4fb92e53-2b41-46de-88e8-622f7d05261a,140,B,,65.8,MEDIUM,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:7adef67a-89e3-45e4-9f00-f9a0d4a0caf4,663121ab-f450-4698-8933-574d08e2ab50,141,B,,65.7,HIGH,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9a00d045-71be-4e60-93e8-b64662f9e85b,ffa9ab81-c45c-46c6-8f5e-03471b64a9f5,142,B,,65.7,HIGH,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:b5d34ee6-8cdc-4b37-b199-715e2e1354dd,26d6adef-5f7c-4ec5-97b4-70385121a4c2,143,B,,65.7,HIGH,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:a39c3e6e-428d-4492-98f8-b65eac8d5053,258851a7-e479-4074-894c-6bb0ff49269a,144,B,,65.6,MEDIUM,"Closest client patterns: Industrial services, Mechanical and HVAC services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:d0f8770d-8c3a-438c-a5cd-27517701cba9,5fd7247e-8283-416b-a082-0ef00aaaecad,145,B,,65.6,HIGH,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:e16d63ea-7b0a-4035-b2b2-b530c2927887,1496feea-4650-43d1-a5e4-79d15f79f690,146,B,,65.5,MEDIUM,"Closest client patterns: Legal services, Property management and real estate. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:15cf9832-eda0-467f-b062-95233b1ad39d,57bbd3d2-4d27-4ef6-a3ac-b9f7ff43911d,147,B,,65.5,MEDIUM,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:e632853d-a868-45be-b04f-f3c22739cb37,e7a4faa6-e583-4740-98d1-ec0edbc6bbea,148,B,,65.2,MEDIUM,"Closest client patterns: Home repair and trades, Consumer services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:ea6da7de-a910-408b-a2b7-2a360209e2b9,d85f0166-19c5-47cc-9b73-285c36890926,149,B,,65.2,HIGH,"Closest client patterns: Home repair and trades, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:7ff3536a-cea4-4685-ba59-3ff12c2ece56,59a060dc-37ad-4a01-8132-816632045dab,150,B,,65.1,MEDIUM,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
discovered:9bfe1aa8-7cd9-47a8-aa23-10c7a18308ee,f21558f9-5c3c-4c0a-9671-b835164ce181,151,B,,64.9,LOW,"Closest client patterns: Consumer services, Municipal public works. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:0511668a-8cbf-408b-83ea-9675d6c2dd33,e1a824b2-5403-4f70-a2cd-1992c5581148,152,B,,64.9,HIGH,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
discovered:b17e8ee3-eb10-4d19-a2dd-17c0345aaf06,b461a9ed-10b6-417c-a922-bf1661f76b1e,153,B,,64.8,HIGH,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
discovered:f3609eb1-dcdb-4acc-b9ff-0ffb6dae1b9c,8e222565-17c5-412c-9cca-4689ed49037a,154,B,,64.7,HIGH,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:0dcb25ad-1b13-4f24-b274-209e9ee7ea4d,59aeaa65-da48-414c-a890-b5b84dfdb009,155,B,,64.6,LOW,"Closest client patterns: Consumer services, Municipal public works. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:b425b123-d431-40bc-9a03-fc6a1aa380df,03b6f891-7d79-42b2-a30a-d5422ce7a4bc,156,B,,64.5,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:65341b4b-04b2-4396-b9ec-e2f195bf84c3,4e781d9c-2455-47c3-a314-87c99a16a167,157,B,,64.3,MEDIUM,"Closest client patterns: Legal services, Property management and real estate. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:907760c9-1032-42ea-a326-2ed9249a5ea9,42c04e10-3019-45a4-8459-58ce26eba095,158,B,,64.3,MEDIUM,"Closest client patterns: Industrial services, Mechanical and HVAC services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:664fbc36-62bc-4135-9d97-94b16ecc779a,0277a646-b8d9-43a7-b1a5-e8e7edb08ade,159,B,,63.9,MEDIUM,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
discovered:6edb432f-e047-471c-b55d-efc2faea5e32,ef273da0-dbd0-4243-85eb-52180b35fb31,160,B,,63.8,MEDIUM,"Closest client patterns: Home repair and trades, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
official:3758a073-1988-4c56-8db4-931b1c1716dc,3e82e31b-60f8-4e86-ae95-d398449693d5,161,B,,63.7,LOW,"Closest client patterns: Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: T4, license evidence, verified own site."
